tenant_host,match,gov_id,strength,source,evidence
carbon.civicweb.net,,ca:csd:4805042,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Carbon
carbondaleil.new.swagit.com,,us:place:1711163,fallback,identity_join+landing_page,"Carbondale (city), IL -- us_places.csv Carbondale city [WO-125 identity join: jurisdiction_coverage.csv gives this gov_id for this host; confirmed 2026-09-09 against the host's landing page title / Swagit footer / archived meeting body]"
cardston.civicweb.net,,ca:csd:4803004,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Cardston
carletonplace.escribemeetings.com,,ca:csd:3509028,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv Carleton Place
carlowmayo.civicweb.net,,ca:csd:3512065,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Carlow/Mayo
carroll.granicus.com,,us:county:24013,fallback,ryan_stated,"Carroll County, MD -- us_counties.csv Carroll County"
carson.granicus.com,,,fallback,jurisdiction_overrides, -> unresolved: no state for 'City of Carson'
carson.granicus.com,,us:place:3209700,fallback,ryan_stated,"Carson City, NV -- us_places.csv Carson City"
carsonca.cablecast.tv,,us:place:0611530,fallback,auto_derived+visual_confirmed,"show titles 'City of Carson CA. Planning Commission meeting' (landing.png, meeting.png) [reports/jurisdiction_screens/carsonca.cablecast.tv/landing.png reports/jurisdiction_screens/carsonca.cablecast.tv/meeting.png] -> place 0611530 -> registry: us_places.csv Carson city"
carsoncity.granicus.com,,us:place:3209700,fallback,consolidated_government,Every archived page on this host keys to this consolidated city-county already (2026-09-10 audit of ~30 such governments); pinned so a re-spelling can never split it.
carstairs.civicweb.net,,ca:csd:4806029,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Carstairs
carteretcountync.gov,,us:county:37031,fallback,archive_study_2026-09-09,1 solid page(s) all us:county:37031; 1 weak page(s) e.g. /m/2026-08-17-board-of-commissioners-meeting-august-17th
carvercounty.primegov.com,,us:county:27019,fallback,wildcard_http_sweep_2,DNS resolves -> registry: us_counties.csv Carver County
carvercountymn.primegov.com,,us:county:27019,fallback,wildcard_http_sweep_2,DNS resolves -> registry: us_counties.csv Carver County
carync.cablecast.tv,,us:place:3710740,fallback,archive_study_2026-09-09,1 solid page(s) all us:place:3710740; 2 weak page(s) e.g. /m/2026-07-24-cary-council-meeting-july-23-2026
casselman.escribemeetings.com,,ca:csd:3502044,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv Casselman
cavanmonaghan.escribemeetings.com,,ca:csd:3515013,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv Cavan Monaghan
ccisd.granicus.com,,us:sd:4815270,fallback,ryan_stated,"Corpus Christi Independent School District, TX -- us_school_districts.csv Corpus Christi Independent School District (unified)"
ccsf.granicus.com,,us:place:0667000,fallback,landing_page,"landing page https://ccsf.granicus.com/ reads ""San Francisco"" (re-verified 2026-09-03, WO-108 CA-roster pin audit; prior source was auto_derived+upcoming_roster, which falsely credited rtr-upcoming roster.csv even though that host is not the roster's calendar_url for this jurisdiction)"
ccta.primegov.com,,rtr:us:ca:contra-costa-transportation-authority,authoritative,known_domains,"app/utils/jurisdiction_enrich.py _KNOWN_DOMAINS -> unverified: minted from 'Contra Costa Transportation Authority, CA'"
centralelgin.civicweb.net,,ca:csd:3534020,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Central Elgin
centralfrontenac.civicweb.net,,ca:csd:3510035,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Central Frontenac
centralhuron.civicweb.net,,ca:csd:3540025,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Central Huron
centralsaanich.escribemeetings.com,,ca:csd:5917015,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv Central Saanich
centralvalleyflood.granicus.com,,rtr:us:ca:central-valley-flood-protection-board,fallback,ryan_stated,"Central Valley Flood Protection Board, CA -- minted: minted from 'Central Valley Flood Protection Board, CA'"
centrehastings.civicweb.net,,ca:csd:3512026,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Centre Hastings
centrewellington.civicweb.net,,ca:csd:3523025,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Centre Wellington
cerritos.cablecast.tv,,us:place:0612552,fallback,archive_study_2026-09-09,2 solid page(s) all us:place:0612552; 1 weak page(s) e.g. /m/2026-08-18-senior-services-commission-special-meeting-august-18-2026
champlain.escribemeetings.com,,ca:csd:2437220,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv Champlain
chapelhill.granicus.com,,us:place:3711800,fallback,ryan_stated,"Chapel Hill, NC -- us_places.csv Chapel Hill town"
chapple.civicweb.net,,ca:csd:3559024,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Chapple
charlescountymd.cablecast.tv,,us:county:24017,fallback,archive_study_2026-09-09,1 solid page(s) all us:county:24017; 2 weak page(s) e.g. /m/2026-08-17-planning-commission-august-17-2026
charlescountymd.primegov.com,,us:county:24017,fallback,wildcard_http_sweep_2,DNS resolves -> registry: us_counties.csv Charles County
charlotte.cablecast.tv,,us:place:3712000,fallback,known_domains,app/utils/jurisdiction_enrich.py _KNOWN_DOMAINS -> registry: us_places.csv Charlotte city
chathamcounty.primegov.com,,us:county:13051,fallback,wildcard_http_sweep_2,DNS resolves -> registry: us_counties.csv Chatham County
chatsworth.escribemeetings.com,,ca:csd:3542037,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv Chatsworth
chester.escribemeetings.com,,ca:csd:1206009,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv Chester
chestermere.civicweb.net,,ca:csd:4806017,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Chestermere
chestermere.escribemeetings.com,,ca:csd:4806017,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv Chestermere
chetwynd.escribemeetings.com,,ca:csd:5955010,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv Chetwynd
chilliwack.escribemeetings.com,,ca:csd:5909020,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv Chilliwack
ci-ssf-ca.granicus.com,,us:place:0673262,fallback,landing_page,"landing page https://ci-ssf-ca.granicus.com/ViewPublisher.php?view_id=1 reads ""City of South San Francisco City Council Forum"" (re-verified 2026-09-03, WO-108 CA-roster pin audit; prior source was auto_derived+upcoming_roster, which falsely credited rtr-upcoming roster.csv even though that host is not the roster's calendar_url for this jurisdiction)"
ci.southbridge.ma.us,,us:place:2563345,fallback,identity_join+landing_page,"Southbridge Town, MA -- us_places.csv Southbridge Town city [WO-125 identity join: jurisdiction_coverage.csv gives this gov_id for this host; confirmed 2026-09-09 against the host's landing page title / Swagit footer / archived meeting body]"
city-slp-mn.cablecast.tv,,us:place:2757220,fallback,ryan_stated,"St Louis Park, MN -- us:place:2757220 St. Louis Park city matched with spacing ignored"
citychannel-ia.cablecast.tv,,us:place:1922395,fallback,auto_derived+visual_confirmed,'CityChannel Dubuque ... local government programming'; about text names Iowa (landing.png) [reports/jurisdiction_screens/citychannel-ia.cablecast.tv/landing.png reports/jurisdiction_screens/citychannel-ia.cablecast.tv/meeting.png] -> place 1922395 -> registry: us_places.csv Dubuque city
cityofavalon.gov,,us:place:0603274,fallback,hub_sweep_wo126,"coverage registry row us:place:0603274 (Avalon city, CA); hub https://cityofavalon.gov/AgendaCenter; meeting found via youtube at https://cityofavalon.gov/AgendaCenter"
cityofbadger.civicweb.net,,ca:csd:1006026,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Badger
cityofbelmont.civicweb.net,,us:place:3704840,fallback,ryan_stated,"Belmont, NC -- us_places.csv Belmont city"
cityofbrea.cablecast.tv,,us:place:0608100,fallback,archive_study_2026-09-09,1 solid page(s) all us:place:0608100; 2 weak page(s) e.g. /m/2026-07-22-july-21-2026-brea-city-council-meeting
cityofbrookings.granicus.com,,us:place:4607580,fallback,identity_join+landing_page,"Brookings (city), SD -- us_places.csv Brookings city [WO-125 identity join: jurisdiction_coverage.csv gives this gov_id for this host; confirmed 2026-09-09 against the host's landing page title / Swagit footer / archived meeting body]"
cityofbuckley.com,,us:place:5308570,fallback,identity_join+landing_page,"Buckley, WA -- us_places.csv Buckley city [WO-125 identity join: jurisdiction_coverage.csv gives this gov_id for this host; confirmed 2026-09-09 against the host's landing page title / Swagit footer / archived meeting body]"
cityofcampbell.granicus.com,,us:place:0610345,fallback,landing_page,"landing page https://cityofcampbell.granicus.com/ reads ""City of Campbell, California Live and Archived Content"" (re-verified 2026-09-03, WO-108 CA-roster pin audit; prior source was ryan_stated+upcoming_roster, which falsely credited rtr-upcoming roster.csv even though that host is not the roster's calendar_url for this jurisdiction)"
cityofcarterlake.com,,us:place:1911215,fallback,hub_sweep_wo126,"coverage registry row us:place:1911215 (Carter Lake city, IA); hub https://cityofcarterlake.com/calendar/; meeting found via youtube at https://cityofcarterlake.com/videos/"
cityofclintoniowa.civicweb.net,,us:place:1914430,fallback,ryan_stated,"Clinton, IA -- us_places.csv Clinton city"
cityofdawson.escribemeetings.com,,ca:csd:6001029,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv Dawson
cityofdellrapids.granicus.com,,us:place:4615980,fallback,archive_study_2026-09-09,1 solid page(s) all us:place:4615980; 1 weak page(s) e.g. /m/city-of-dell-rapids-sd-2020-11-16-city-council-regular-meeting
cityofdover.civicweb.net,,ca:csd:1007057,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Dover
cityofelgin.granicus.com,,us:place:1723074,fallback,archive_study_2026-09-09,1 solid page(s) all us:place:1723074; 1 weak page(s) e.g. /m/city-of-elgin-il-2021-08-25-city-of-elgin-committee-of-the-whole-meeting-august
cityofepa.granicus.com,,us:place:0620956,fallback,auto_derived+ryan_stated+upcoming_roster,"rtr-upcoming roster: East Palo Alto, San Mateo County, CA (all 109 are CA per Ryan 2026-09-02) -> registry: us_places.csv East Palo Alto city"
cityofevanston.civicweb.net,,us:place:1724582,fallback,ryan_stated,"Evanston, IL -- us_places.csv Evanston city"
cityofharrington.civicweb.net,,ca:csd:2476065,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Harrington
cityofhawthorne.primegov.com,,us:place:0632548,fallback,ryan_stated,"Hawthorne, CA -- us_places.csv Hawthorne city"
cityofhighwood.com,,us:place:1734865,fallback,identity_join+landing_page,"Highwood, IL -- us_places.csv Highwood city [WO-125 identity join: jurisdiction_coverage.csv gives this gov_id for this host; confirmed 2026-09-09 against the host's landing page title / Swagit footer / archived meeting body]"
cityofjerseycity.civicweb.net,,us:place:1342184,fallback,wildcard_http_sweep_2,DNS resolves -> registry: us_places.csv Jersey city
cityofkingston.escribemeetings.com,,ca:csd:1102022,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv Kingston
cityofkyle.primegov.com,,ca:csd:4708044,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Kyle
cityoflacrosse.granicus.com,,us:place:5540775,fallback,identity_join+landing_page,"La Crosse, WI -- us_places.csv La Crosse city [WO-125 identity join: jurisdiction_coverage.csv gives this gov_id for this host; confirmed 2026-09-09 against the host's landing page title / Swagit footer / archived meeting body]"
cityoflancasterca.primegov.com,,us:place:0640130,authoritative,known_domains,app/utils/jurisdiction_enrich.py _KNOWN_DOMAINS -> registry: us_places.csv Lancaster city
cityofmapleridge.escribemeetings.com,,ca:csd:5915075,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv Maple Ridge
cityofmarion.civicweb.net,,us:place:1949485,fallback,ryan_stated,"Marion, IA -- us_places.csv Marion city"
cityofmenifee.primegov.com,,us:place:0646842,fallback,archive_study_2026-09-09,2 solid page(s) all us:place:0646842; 1 weak page(s) e.g. /m/city-of-menifee-nbsp-ca-2019-12-05-regular-meeting-12-05-2019
cityofmillvalley.granicus.com,,us:place:0647710,fallback,ryan_stated+upcoming_roster,"rtr-upcoming roster: Mill Valley, Marin County, CA (all 109 are CA per Ryan 2026-09-02) -> registry: us_places.csv Mill Valley city"
cityofno.granicus.com,,us:place:2255000,fallback,consolidated_government,Every archived page on this host keys to this consolidated city-county already (2026-09-10 audit of ~30 such governments); pinned so a re-spelling can never split it.
cityofnorthbattleford.civicweb.net,,rtr:ca:sk:north-battleford,fallback,wildcard_http_sweep_2,"DNS resolves -> unverified: minted from 'North Battleford, SK'"
cityofnsb.granicus.com,,us:place:1248625,authoritative,landing_page,"landing page https://cityofnsb.granicus.com/ViewPublisher.php?view_id=1 reads ""New Smyrna Beach FL"""
cityofoxford.granicus.com,,us:place:3959234,fallback,archive_study_2026-09-09,1 solid page(s) all us:place:3959234; 1 weak page(s) e.g. /m/city-of-oxford-oh-2022-09-20-city-council-meeting
cityofpaloalto.primegov.com,,us:place:0655282,fallback,ryan_stated,"Palo Alto, CA -- us_places.csv Palo Alto city"
cityofpella.com,,us:place:1962040,fallback,identity_join+landing_page,"Pella, IA -- us_places.csv Pella city [WO-125 identity join: jurisdiction_coverage.csv gives this gov_id for this host; confirmed 2026-09-09 against the host's landing page title / Swagit footer / archived meeting body]"
cityofpontiac.cablecast.tv,,us:place:2665440,fallback,ryan_stated,"Pontiac, MI -- us_places.csv Pontiac city"
cityofracine.granicus.com,,us:place:5566000,fallback,ryan_stated,"Racine, WI -- us_places.csv Racine city"
cityofredlands.cablecast.tv,,us:place:0659962,fallback,archive_study_2026-09-09,2 solid page(s) all us:place:0659962; 2 weak page(s) e.g. /m/2026-07-22-redlands-city-council-meeting-july-21-2026
cityofrehoboth.civicweb.net,,us:place:1060290,fallback,ryan_stated,"Rehoboth Beach, DE -- us_places.csv Rehoboth Beach city"
cityofsalmonarm.escribemeetings.com,,ca:csd:5939032,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv Salmon Arm
cityofsancarlos.primegov.com,,us:place:0665070,fallback,upcoming_roster,upcoming_jurisdictions.csv geoid=0665070 match=exact -> registry: us_places.csv San Carlos city
cityofstillwater.granicus.com,,us:place:2762824,fallback,archive_study_2026-09-09,1 solid page(s) all us:place:2762824; 1 weak page(s) e.g. /m/city-of-stillwater-2024-12-05-12-05-2024-2025-road-projects
cityoftracy.primegov.com,,ca:csd:1303005,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Tracy
cityofventura.granicus.com,,us:place:0665042,authoritative,known_domains,"app/utils/jurisdiction_enrich.py _KNOWN_DOMAINS says Ventura, CA for this host, and the seeding run resolved that string to Ventura COUNTY -- freezing into an authoritative pin the exact bug the curated us:place:0665042 row now fixes (Census names the city San Buenaventura (Ventura) city, so the place table keys no Ventura in CA). The host says cityofventura; ventura.primegov.com is the county and keeps us:county:06111."
cityofvernon.primegov.com,,ca:csd:5937014,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Vernon
cityofwalnut.granicus.com,,us:place:0683332,fallback,ryan_stated,"Walnut, CA -- us_places.csv Walnut city"
cityofwayne.com,,us:place:2684940,fallback,ryan_stated,"Wayne, MI -- us_places.csv Wayne city"
cityofweirton.com,,us:place:5485156,fallback,hub_sweep_wo126,"coverage registry row us:place:5485156 (Weirton city, WV); hub https://cityofweirton.com/AgendaCenter; meeting found via youtube at https://cityofweirton.com/AgendaCenter"
cityordinances.durhamnc.gov,,us:place:3719000,fallback,known_domains,app/utils/jurisdiction_enrich.py _KNOWN_DOMAINS -> registry: us_places.csv Durham city
